SF	Word	Segmentation	Analysis	Freq
ɑjɑɯn	ayanın	ɑjɑ-ɯn	Stem-gen	5
ɑjɑnlɯk	ayanlık	ɑjɑn-lɯk	Stem-lik	5
ɑjɑrsɯz	ayarsız	ɑjɑr-sɯz	Stem-siz	5
ɑjdɯnmɯz	aydınımız	ɑjdɯn-mɯz	Stem-p1p	5
ɑjdɯnger	aydınger	ɑjdɯnger	Stem	5
ɑjdɯnlɑnmɑdɑ	aydınlanmada	ɑjdɯnlɑn-mɑ-dɑ	Stem-vn:inf-loc	5
ɑjdɯnlɑrmɯzɑ	aydınlarımıza	ɑjdɯn-lɑr-mɯz-ɑ	Stem-pl-p1p-dat	5
ɑjdɯnlɑtɑrɑk	aydınlatarak	ɑjdɯnlɑt-ɑrɑk	Stem-cv:erek	5
ɑjdɯnlɑtmɑnɯzɯ	aydınlatmanızı	ɑjdɯnlɑt-mɑ-nɯz-ɯ	Stem-vn:inf-p2p-acc	5
ɑjetlerden	ayetlerden	ɑjet-ler-den	Stem-pl-abl	5
ɑjetlere	ayetlere	ɑjet-ler-e	Stem-pl-dat	5
ɑjinler	ayinler	ɑjin-ler	Stem-pl	5
ɑjlɯklɑrdɑn	aylıklardan	ɑjlɯk-lɑr-dɑn	Stem-pl-abl	5
ɑjrɯʃmɑɯ	ayrışması	ɑjrɯʃ-mɑ-ɯ	Stem-vn:inf-p3s	5
ɑjrɯʃmɑɑ	ayrışmaya	ɑjrɯʃ-mɑ-ɑ	Stem-vn:inf-dat	5
ɑjrɯʤɑlɯklɑrɯn	ayrıcalıkların	ɑjrɯʤɑlɯk-lɑr-ɯn	Stem-pl-gen	5
ɑjrɯʤɑlɯklɑrɑ	ayrıcalıklara	ɑjrɯʤɑlɯk-lɑr-ɑ	Stem-pl-dat	5
ɑjrɯʤɑlɯklɑrdɑn	ayrıcalıklardan	ɑjrɯʤɑlɯk-lɑr-dɑn	Stem-pl-abl	5
ɑjrɯlɯklɑrɑ	ayrılıklara	ɑjrɯlɯk-lɑr-ɑ	Stem-pl-dat	5
ɑjrɯlɯnʤɑɑ	ayrılıncaya	ɑjrɯl-ɯnʤɑ-ɑ	Stem-cv:ince-dat	5
ɑjrɯlmɑm	ayrılmam	ɑjrɯl-mɑ-m	Stem-vn:inf-p1s	5
ɑjrɯmʤɯlɯktɑn	ayrımcılıktan	ɑjrɯmʤɯ-lɯk-tɑn	Stem-lik-abl	5
ɑjrɯntɯɯn	ayrıntının	ɑjrɯntɯ-ɯn	Stem-gen	5
ɑjrɑndɑn	ayrandan	ɑjrɑn-dɑn	Stem-abl	5
ɑjj	ayy	ɑjj	Stem	5
ɑzɯlɯ	azılı	ɑzɯ-lɯ	Stem-li	5
ɑzɑlɑrɯn	azaların	ɑzɑ-lɑr-ɯn	Stem-pl-gen	5
ɑzɑlɑrɯɯn	azalarının	ɑzɑ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	5
ɑzizi	azizi	ɑziz-i	Stem-p3s	5
ɑzmɑn	azman	ɑzmɑn	Stem	5
ɑznɑvur	aznavur	ɑznɑvur	Stem	5
bɯngɯldɑk	bıngıldak	bɯngɯldɑk	Stem	5
bøbreklere	böbreklere	bøbrek-ler-e	Stem-pl-dat	5
bølyʃmei	bölüşmeyi	bølyʃ-me-i	Stem-vn:inf-acc	5
bølymm	bölümüm	bølym-m	Stem-p1s	5
bølymmyzdeki	bölümümüzdeki	bølym-myz-de-ki	Stem-p1p-loc-ki	5
bølymlyk	bölümlük	bølym-lyk	Stem-lik	5
bølymlenmei	bölümlenmesi	bølym-len-me-i	Stem-lan-vn:inf-p3s	5
bølynty	bölüntü	bølynty	Stem	5
bølgelermize	bölgelerimize	bølge-ler-miz-e	Stem-pl-p1p-dat	5
bølgemde	bölgemde	bølge-m-de	Stem-p1s-loc	5
bølgenizi	bölgenizi	bølge-niz-i	Stem-p2p-acc	5
bølgenizin	bölgenizin	bølge-niz-in	Stem-p2p-gen	5
byfeleri	büfeleri	byfe-ler-i	Stem-pl-p3s	5
byltene	bültene	bylten-e	Stem-dat	5
byltenmizi	bültenimizi	bylten-miz-i	Stem-p1p-acc	5
byltenlerde	bültenlerde	bylten-ler-de	Stem-pl-loc	5
bynjeleriin	bünyelerinin	bynje-ler-i-in	Stem-pl-p3s-gen	5
bynjei	bünyeyi	bynje-i	Stem-acc	5
byromuzdɑn	büromuzdan	byro-muz-dɑn	Stem-p1p-abl	5
byromuzun	büromuzun	byro-muz-un	Stem-p1p-gen	5
byrou	büroyu	byro-u	Stem-acc	5
bystleri	büstleri	byst-ler-i	Stem-pl-p3s	5
bytynde	bütünde	bytyn-de	Stem-loc	5
byjyʤylerin	büyücülerin	byjyʤy-ler-in	Stem-pl-gen	5
byjykʃehirlerde	büyükşehirlerde	byjykʃehir-ler-de	Stem-pl-loc	5
byjykelʧiin	büyükelçinin	byjykelʧi-in	Stem-gen	5
byjyklyklere	büyüklüklere	byjyk-lyk-ler-e	Stem-lik-pl-dat	5
byjyklermizi	büyüklerimizi	byjyk-ler-miz-i	Stem-pl-p1p-acc	5
byjysel	büyüsel	byjy-sel	Stem-sal	5
byzgyly	büzgülü	byzgy-ly	Stem-li	5
bɑɰɯʃtɑn	bağıştan	bɑɰɯʃ-tɑn	Stem-abl	5
bɑɰɯr	bağır	bɑɰɯr	Stem	5
bɑɰɯrmɑɯ	bağırması	bɑɰɯr-mɑ-ɯ	Stem-vn:inf-p3s	5
bɑɰɯrsɑktɑ	bağırsakta	bɑɰɯrsɑk-tɑ	Stem-loc	5
bɑɰʤɯklɯ	bağcıklı	bɑɰʤɯk-lɯ	Stem-li	5
bɑɰlɯlɯklɑr	bağlılıklar	bɑɰlɯlɯk-lɑr	Stem-pl	5
bɑɰlɯlɯklɑrɯɯn	bağlılıklarının	bɑɰlɯ-lɯk-lɑr-ɯ-ɯn	Stem-lik-pl-p3s-gen	5
bɑɰlɑmɑlɯ	bağlamalı	bɑɰlɑmɑ-lɯ	Stem-li	5
bɑɰlɑnmɑɯn	bağlanmanın	bɑɰ-lɑn-mɑ-ɯn	Stem-lan-vn:inf-gen	5
bɑɰlɑntɯlɑrnɯzɯ	bağlantılarınızı	bɑɰlɑntɯ-lɑr-nɯz-ɯ	Stem-pl-p2p-acc	5
bɑɰlɑntɯm	bağlantım	bɑɰlɑntɯ-m	Stem-p1s	5
bɑɰlɑntɯmɯz	bağlantımız	bɑɰlɑntɯ-mɯz	Stem-p1p	5
bɑɰlɑntɯnɯzdɑ	bağlantınızda	bɑɰlɑntɯ-nɯz-dɑ	Stem-p2p-loc	5
bɑɰlɑrɑ	bağlara	bɑɰ-lɑr-ɑ	Stem-pl-dat	5
bɑɰnɑzlɯk	bağnazlık	bɑɰnɑz-lɯk	Stem-lik	5
bɑʃʧɑvuʃ	başçavuş	bɑʃʧɑvuʃ	Stem	5
bɑʃɑrɯlɯlɑr	başarılılar	bɑʃɑrɯ-lɯ-lɑr	Stem-li-pl	5
bɑʃɑrɯsɯzlɯktɑn	başarısızlıktan	bɑʃɑrɯ-sɯz-lɯk-tɑn	Stem-siz-lik-abl	5
bɑʃɑrɑbiljor	başarabiliyor	bɑʃɑr-ɑbil-jor	Stem-abil-cont	5
bɑʃɑrɑbilmiʃ	başarabilmiş	bɑʃɑr-ɑbil-miʃ	Stem-abil-evid	5
bɑʃɑrdɯktɑn	başardıktan	bɑʃɑr-dɯk-tɑn	Stem-vn:past-abl	5
bɑʃɑrmɑlɑrɯ	başarmaları	bɑʃɑr-mɑ-lɑr-ɯ	Stem-vn:inf-pl-p3s	5
bɑʃbuɰm	başbuğum	bɑʃbuɰ-m	Stem-p1s	5
bɑʃetme	başetmek	bɑʃet-me	Stem-vn:inf	5
bɑʃgøsteren	başgösteren	bɑʃgøster-en	Stem-part:pres	5
bɑʃhekimler	başhekimler	bɑʃhekim-ler	Stem-pl	5
bɑʃhekimleri	başhekimleri	bɑʃhekim-ler-i	Stem-pl-p3s	5
bɑʃhemʃirein	başhemşirenin	bɑʃhemʃire-in	Stem-gen	5
bɑʃkɑlɯk	başkalık	bɑʃkɑ-lɯk	Stem-lik	5
bɑʃkɑnlɑrmɯzɑ	başkanlarımıza	bɑʃkɑn-lɑr-mɯz-ɑ	Stem-pl-p1p-dat	5
bɑʃkɑnlɑrmɯzdɑn	başkanlarımızdan	bɑʃkɑn-lɑr-mɯz-dɑn	Stem-pl-p1p-abl	5
bɑʃkonsolosluk	başkonsolosluk	bɑʃkonsolos-luk	Stem-lik	5
bɑʃlɯlɯk	başlılık	bɑʃ-lɯ-lɯk	Stem-li-lik	5
bɑʃlɑnɯnʤɑ	başlanınca	bɑʃ-lɑn-ɯnʤɑ	Stem-lan-cv:ince	5
bɑʃlɑngɯʧlɑrɯ	başlangıçları	bɑʃlɑngɯʧ-lɑr-ɯ	Stem-pl-p3s	5
bɑʃvurɑʤɑklɑrɯ	başvuracakları	bɑʃvur-ɑʤɑk-lɑrɯ	Stem-vn:fut-p3p	5
bɑʃvurmɑtɑ	başvurmakta	bɑʃvur-mɑ-tɑ	Stem-vn:inf-loc	5
bɑʃvurmɑmɯz	başvurmamız	bɑʃvur-mɑ-mɯz	Stem-vn:inf-p1p	5
bɑʃvurmɑɯɯn	başvurmasının	bɑʃvur-mɑ-ɯ-ɯn	Stem-vn:inf-p3s-gen	5
bɑʃvurudɑki	başvurudaki	bɑʃvuru-dɑ-ki	Stem-loc-ki	5
bɑʃjɑpɯt	başyapıt	bɑʃjɑpɯt	Stem	5
bɑʃjɑrdɯmʤɯɯ	başyardımcısı	bɑʃjɑrdɯmʤɯ-ɯ	Stem-p3s	5
bɑbɑɑnne	babaanne	bɑbɑɑnne	Stem	5
bɑbɑmɯzɯn	babamızın	bɑbɑ-mɯz-ɯn	Stem-p1p-gen	5
bɑbɑnɯzɯ	babanızı	bɑbɑ-nɯz-ɯ	Stem-p2p-acc	5
bɑʤɑksɯz	bacaksız	bɑʤɑksɯz	Stem	5
bɑʤɑlɑrɯɯn	bacalarının	bɑʤɑ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	5
bɑʤɑlɑrdɑ	bacalarda	bɑʤɑ-lɑr-dɑ	Stem-pl-loc	5
bɑdemlik	bademlik	bɑdem-lik	Stem-lik	5
bɑden	baden	bɑde-n	Stem-p2s	5
bɑdireler	badireler	bɑdire-ler	Stem-pl	5
bɑhʧelik	bahçelik	bɑhʧe-lik	Stem-lik	5
bɑhʧemize	bahçemize	bɑhʧe-miz-e	Stem-p1p-dat	5
bɑhʧenizde	bahçenizde	bɑhʧe-niz-de	Stem-p2p-loc	5
bɑhɑrɑtɯn	baharatın	bɑhɑrɑt-ɯn	Stem-gen	5
bɑhisleri	bahisleri	bɑhis-ler-i	Stem-pl-p3s	5
bɑhsetme	bahsetme	bɑhset-me	Stem-vn:inf	5
bɑkɯʃɯɯn	bakışının	bɑk-ɯʃ-ɯ-ɯn	Stem-vn:yis-p3s-gen	5
bɑkɯʃlɑrm	bakışlarım	bɑkɯʃ-lɑr-m	Stem-pl-p1s	5
bɑkɑbiljor	bakabiliyor	bɑk-ɑbil-jor	Stem-abil-cont	5
bɑkɑlit	bakalit	bɑkɑlit	Stem	5
bɑkɑnlɑrmɯz	bakanlarımız	bɑkɑn-lɑr-mɯz	Stem-pl-p1p	5
bɑkiler	bakiler	bɑki-ler	Stem-pl	5
bɑkirli	bakirli	bɑkir-li	Stem-li	5
bɑkkɑlije	bakkaliye	bɑkkɑlije	Stem	5
bɑklɑdɑ	baklada	bɑklɑ-dɑ	Stem-loc	5
bɑkmɑmɯzɯ	bakmamızı	bɑk-mɑ-mɯz-ɯ	Stem-vn:inf-p1p-acc	5
bɑkterii	bakterisi	bɑkteri-i	Stem-p3s	5
bɑlɯkʧɯɑ	balıkçıya	bɑlɯkʧɯ-ɑ	Stem-dat	5
bɑlɯklɑrnɯzɯn	balıklarınızın	bɑlɯk-lɑr-nɯz-ɯn	Stem-pl-p2p-gen	5
bɑlbɑl	balbal	bɑlbɑl	Stem	5
bɑldo	baldo	bɑldo	Stem	5
bɑlein	balenin	bɑle-in	Stem-gen	5
bɑlei	baleyi	bɑle-i	Stem-acc	5
bɑlgɑmdɑ	balgamda	bɑlgɑm-dɑ	Stem-loc	5
bɑlinɑɯ	balinayı	bɑlinɑ-ɯ	Stem-acc	5
bɑlkɑbɑɰɯ	balkabağı	bɑlkɑbɑɰɯ	Stem	5
bɑlonlɑr	balonlar	bɑlon-lɑr	Stem-pl	5
bɑlonlɑrɯ	balonları	bɑlon-lɑr-ɯ	Stem-pl-acc	5
bɑljɑlɑrɯ	balyaları	bɑljɑ-lɑr-ɯ	Stem-pl-p3s	5
bɑmjɑ	bamya	bɑmjɑ	Stem	5
bɑndrolsyz	bandrolsüz	bɑndrol-syz	Stem-siz	5
bɑnkɑlɑrmɯzɯn	bankalarımızın	bɑnkɑ-lɑr-mɯz-ɯn	Stem-pl-p1p-gen	5
bɑnkɑmɑtikler	bankamatikler	bɑnkɑmɑtik-ler	Stem-pl	5
bɑnkɑmɑtiklerden	bankamatiklerden	bɑnkɑmɑtik-ler-den	Stem-pl-abl	5
bɑnkoun	bankonun	bɑnko-un	Stem-gen	5
bɑnlijøy	banliyösü	bɑnlijø-y	Stem-p3s	5
bɑntɑ	banta	bɑnt-ɑ	Stem-dat	5
bɑnjonuz	banyonuz	bɑnjo-nuz	Stem-p2p	5
bɑnjonuzdɑ	banyonuzda	bɑnjo-nuz-dɑ	Stem-p2p-loc	5
bɑrɯnɑklɑr	barınaklar	bɑrɯnɑk-lɑr	Stem-pl	5
bɑrɯnmɑlɑrɯ	barınmaları	bɑrɯn-mɑ-lɑr-ɯ	Stem-vn:inf-pl-p3s	5
bɑrɑʒdɑki	barajdaki	bɑrɑʒ-dɑ-ki	Stem-loc-ki	5
bɑrɑkɑlɑr	barakalar	bɑrɑkɑ-lɑr	Stem-pl	5
bɑrɑkɑlɑrɑ	barakalara	bɑrɑkɑ-lɑr-ɑ	Stem-pl-dat	5
bɑrɑkɑlɑrdɑ	barakalarda	bɑrɑkɑ-lɑr-dɑ	Stem-pl-loc	5
bɑrbɑrlɯk	barbarlık	bɑrbɑr-lɯk	Stem-lik	5
bɑrdɑki	bardaki	bɑr-dɑ-ki	Stem-loc-ki	5
bɑrikɑtlɑrɯ	barikatları	bɑrikɑt-lɑr-ɯ	Stem-pl-p3s	5
bɑrijeriin	bariyerinin	bɑrijer-i-in	Stem-p3s-gen	5
bɑromuzdɑ	baromuzda	bɑro-muz-dɑ	Stem-p1p-loc	5
bɑsʧɯɯ	basçısı	bɑs-ʧɯ-ɯ	Stem-ci-p3s	5
bɑsɯnmɯzɑ	basınımıza	bɑsɯn-mɯz-ɑ	Stem-p1p-dat	5
bɑsillere	basillere	bɑsil-ler-e	Stem-pl-dat	5
bɑsilleri	basilleri	bɑsil-ler-i	Stem-pl-p3s	5
bɑskɯdɑki	baskıdaki	bɑskɯ-dɑ-ki	Stem-loc-ki	5
bɑskɯnɑ	baskına	bɑskɯn-ɑ	Stem-dat	5
bɑskyl	baskül	bɑskyl	Stem	5
bɑsmɑnɯzdɑn	basmanızdan	bɑsmɑ-nɯz-dɑn	Stem-p2p-abl	5
bɑstonu	bastonu	bɑston-u	Stem-p3s	5
bɑtɯlɯlɑʃmɑnɯn	batılılaşmanın	bɑtɯ-lɯ-lɑʃ-mɑ-n-ɯn	Stem-li-las-vn:inf-p2s-gen	5
bɑtɑk	batak	bɑtɑk	Stem	5
bɑtɑkhɑne	batakhane	bɑtɑkhɑne	Stem	5
bɑtɑklɑr	bataklar	bɑtɑk-lɑr	Stem-pl	5
bɑtɑktɑn	bataktan	bɑtɑk-tɑn	Stem-abl	5
bɑtmɑtɑ	batmakta	bɑt-mɑ-tɑ	Stem-vn:inf-loc	5
bɑjrɑmlɯk	bayramlık	bɑjrɑm-lɯk	Stem-lik	5
bɑzɯlɑrɯdɑ	bazılarıda	bɑzɯ-lɑrɯ-dɑ	Stem-p3p-loc	5
bɑzɯɯɯn	bazısının	bɑzɯ-ɯ-ɯn	Stem-p3s-gen	5
bɑzlɑrɯn	bazların	bɑz-lɑr-ɯn	Stem-pl-gen	5
beʃerijet	beşeriyet	beʃerijet	Stem	5
beʃerijetin	beşeriyetin	beʃerijet-in	Stem-gen	5
beʃlii	beşlisi	beʃ-li-i	Stem-li-p3s	5
beʤeren	beceren	beʤer-en	Stem-part:pres	5
beʤerimizi	becerimizi	beʤeri-miz-i	Stem-p1p-acc	5
bedduɑlɑr	beddualar	bedduɑ-lɑr	Stem-pl	5
bedenmiz	bedenimiz	beden-miz	Stem-p1p	5
bedenimizi	bedenimizi	bedeni-miz-i	Stem-p1p-acc	5
bedennizi	bedeninizi	beden-niz-i	Stem-p2p-acc	5
behere	behere	beher-e	Stem-dat	5
bekleneʤek	beklenecek	bek-len-eʤek	Stem-lan-part:fut	5
beklenerek	beklenerek	bek-len-erek	Stem-lan-cv:erek	5
beklentilerden	beklentilerden	beklenti-ler-den	Stem-pl-abl	5
beklentilerm	beklentilerim	beklenti-ler-m	Stem-pl-p1s	5
beldemize	beldemize	belde-miz-e	Stem-p1p-dat	5
belgelemiʃ	belgelemiş	belge-le-miʃ	Stem-la-evid	5
belgesellerin	belgesellerin	belge-sel-ler-in	Stem-sal-pl-gen	5
belirginleʃme	belirginleşme	belirgin-leʃ-me	Stem-las-vn:inf	5
belirlemedeki	belirlemedeki	belirle-me-de-ki	Stem-vn:inf-loc-ki	5
belirtiiin	belirtisinin	belirti-i-in	Stem-p3s-gen	5
belirtke	belirtke	belirtke	Stem	5
belirtmein	belirtmenin	belirt-me-in	Stem-vn:inf-gen	5
belleklerde	belleklerde	bellek-ler-de	Stem-pl-loc	5
bendenize	bendenize	bende-niz-e	Stem-p2p-dat	5
bendenizi	bendenizi	bende-niz-i	Stem-p2p-acc	5
benimsemeten	benimsemekten	benimse-me-ten	Stem-vn:inf-abl	5
benler	benler	ben-ler	Stem-pl	5
bentler	bentler	bent-ler	Stem-pl	5
benzerliklere	benzerliklere	benzer-lik-ler-e	Stem-lik-pl-dat	5
benzetiʃm	benzetişim	benzet-iʃ-m	Stem-vn:yis-p1s	5
berɑberlikten	beraberlikten	berɑberlik-ten	Stem-abl	5
berbere	berbere	berber-e	Stem-dat	5
berzɑh	berzah	berzɑh	Stem	5
besili	besili	besi-li	Stem-li	5
besii	besisi	besi-i	Stem-p3s	5
beslemeleri	beslemeleri	besleme-ler-i	Stem-pl-p3s	5
besleerek	besleyerek	besle-erek	Stem-cv:erek	5
betimleme	betimlemek	betim-le-me	Stem-la-vn:inf	5
bejɑnlɑrɑ	beyanlara	bejɑn-lɑr-ɑ	Stem-pl-dat	5
bejitler	beyitler	bejit-ler	Stem-pl	5
bejitlerin	beyitlerin	bejit-ler-in	Stem-pl-gen	5
bejlerden	beylerden	bej-ler-den	Stem-pl-abl	5
bezen	bezen	bez-en	Stem-part:pres	5
bezene	bezene	beze-n-e	Stem-p2s-dat	5
biʧen	biçen	biʧ-en	Stem-part:pres	5
biʧimnizi	biçiminizi	biʧim-niz-i	Stem-p2p-acc	5
biʧimlerden	biçimlerden	biʧim-ler-den	Stem-pl-abl	5
biblolɑr	biblolar	biblo-lɑr	Stem-pl	5
bidonlɑrdɑ	bidonlarda	bidon-lɑr-dɑ	Stem-pl-loc	5
biftek	biftek	biftek	Stem	5
bilɑnʧolɑrdɑ	bilançolarda	bilɑnʧo-lɑr-dɑ	Stem-pl-loc	5
bildiklerm	bildiklerim	bildik-ler-m	Stem-pl-p1s	5
bildiklernizi	bildiklerinizi	bil-dik-ler-niz-i	Stem-vn:past-pl-p2p-acc	5
bildikten	bildikten	bildik-ten	Stem-abl	5
bildirgelerin	bildirgelerin	bildirge-ler-in	Stem-pl-gen	5
bildirideki	bildirideki	bildiri-de-ki	Stem-loc-ki	5
bildirilere	bildirilere	bildiri-ler-e	Stem-pl-dat	5
bileʃimde	bileşimde	bileʃim-de	Stem-loc	5
bilgilenmee	bilgilenmeye	bilgi-len-me-e	Stem-lan-vn:inf-dat	5
bilgilermizin	bilgilerimizin	bilgi-ler-miz-in	Stem-pl-p1p-gen	5
bilgimizin	bilgimizin	bilgi-miz-in	Stem-p1p-gen	5
bilgisɑjɑrmɯzdɑ	bilgisayarımızda	bilgisɑjɑr-mɯz-dɑ	Stem-p1p-loc	5
bilgisɑjɑrlɑrmɯz	bilgisayarlarımız	bilgisɑjɑr-lɑr-mɯz	Stem-pl-p1p	5
bilgisɑjɑrsɯz	bilgisayarsız	bilgisɑjɑr-sɯz	Stem-siz	5
bilmemize	bilmemize	bil-me-miz-e	Stem-vn:inf-p1p-dat	5
bilmeene	bilmeyene	bil-me-e-n-e	Stem-neg-cv:ye-p2s-dat	5
binɑlɑrmɯzɯ	binalarımızı	binɑ-lɑr-mɯz-ɯ	Stem-pl-p1p-acc	5
binɑmɯzɯ	binamızı	binɑ-mɯz-ɯ	Stem-p1p-acc	5
binɑnɯzdɑki	binanızdaki	binɑ-nɯz-dɑ-ki	Stem-p2p-loc-ki	5
bindɑllɯ	bindallı	bindɑllɯ	Stem	5
birikimm	birikimim	birikim-m	Stem-p1s	5
birikimnizi	birikiminizi	birikim-niz-i	Stem-p2p-acc	5
birikintileriin	birikintilerinin	birikinti-ler-i-in	Stem-pl-p3s-gen	5
birimmizin	birimimizin	birim-miz-in	Stem-p1p-gen	5
birmizi	birimizi	bir-miz-i	Stem-p1p-acc	5
birnʤide	birincide	bir-nʤi-de	Stem-ord-loc	5
birleʃmeden	birleşmeden	birleʃme-den	Stem-abl	5
birleʃmeiin	birleşmesinin	birleʃme-i-in	Stem-p3s-gen	5
birlikli	birlikli	birlik-li	Stem-li	5
birlikteki	birlikteki	birlik-te-ki	Stem-loc-ki	5
bisikletlilerin	bisikletlilerin	bisiklet-li-ler-in	Stem-li-pl-gen	5
bisikletten	bisikletten	bisiklet-ten	Stem-abl	5
bitenden	bitenden	bit-e-n-den	Stem-cv:ye-p2s-abl	5
bitimiin	bitiminin	bitim-i-in	Stem-p3s-gen	5
bitimsiz	bitimsiz	bitim-siz	Stem-siz	5
bitpɑzɑrɯ	bitpazarı	bitpɑzɑrɯ	Stem	5
bitten	bitten	bit-ten	Stem-abl	5
bijogrɑfiin	biyografinin	bijogrɑfi-in	Stem-gen	5
bijoloʒideki	biyolojideki	bijoloʒi-de-ki	Stem-loc-ki	5
bloguun	blogunun	blog-u-un	Stem-p3s-gen	5
boɰɑlɑr	boğalar	boɰɑ-lɑr	Stem-pl	5
boɰɑsɯ	boğası	boɰɑsɯ	Stem	5
boɰɑzmdɑ	boğazımda	boɰɑz-m-dɑ	Stem-p1s-loc	5
boɰɑzlɯ	boğazlı	boɰɑz-lɯ	Stem-li	5
boɰulmɑdɑn	boğulmadan	boɰul-mɑ-dɑn	Stem-vn:inf-abl	5
boɰulmɑɑn	boğulmayan	boɰul-mɑ-ɑn	Stem-neg-part:pres	5
boʃɑlɯm	boşalım	boʃɑlɯm	Stem	5
boʃɑlmɑɑ	boşalmaya	boʃɑl-mɑ-ɑ	Stem-vn:inf-dat	5
boʃɑnmɑɯn	boşanmanın	boʃɑnmɑ-ɯn	Stem-gen	5
bobinɑʒ	bobinaj	bobinɑʒ	Stem	5
bodrumlu	bodrumlu	bodrum-lu	Stem-li	5
bohem	bohem	bohem	Stem	5
boksu	boksu	boks-u	Stem-p3s	5
bombɑɯɯn	bombasının	bombɑ-ɯ-ɯn	Stem-p3s-gen	5
bonfileleri	bonfileleri	bonfile-ler-i	Stem-pl-p3s	5
bonoun	bononun	bono-un	Stem-gen	5
borʧlɑnmɑɯɯn	borçlanmasının	borʧ-lɑn-mɑ-ɯ-ɯn	Stem-lan-vn:inf-p3s-gen	5
borʧlɑrdɑn	borçlardan	borʧ-lɑr-dɑn	Stem-pl-abl	5
borʧlulɑrɯn	borçluların	borʧ-lu-lɑr-ɯn	Stem-li-pl-gen	5
borʧlulɑrɑ	borçlulara	borʧ-lu-lɑr-ɑ	Stem-li-pl-dat	5
bordyry	bordürü	bordyr-y	Stem-p3s	5
bordrolɑrdɑ	bordrolarda	bordro-lɑr-dɑ	Stem-pl-loc	5
bordroɑ	bordroya	bordro-ɑ	Stem-dat	5
bojɑdɑn	boyadan	bojɑ-dɑn	Stem-abl	5
bojkotɑ	boykota	bojkot-ɑ	Stem-dat	5
bozkɯrlɑr	bozkırlar	bozkɯr-lɑr	Stem-pl	5
bozkɯrlɑrdɑ	bozkırlarda	bozkɯr-lɑr-dɑ	Stem-pl-loc	5
bozmɑtɑn	bozmaktan	boz-mɑ-tɑn	Stem-vn:inf-abl	5
brøve	bröve	brøve	Stem	5
brøvei	brövesi	brøve-i	Stem-p3s	5
brylørleri	brülörleri	brylør-ler-i	Stem-pl-p3s	5
brɑnʃɯɯn	branşının	brɑnʃ-ɯ-ɯn	Stem-p3s-gen	5
brɑnʃlɑrdɑn	branşlardan	brɑnʃ-lɑr-dɑn	Stem-pl-abl	5
broʃyrlere	broşürlere	broʃyr-ler-e	Stem-pl-dat	5
bronʃite	bronşite	bronʃit-e	Stem-dat	5
bronʃitin	bronşitin	bronʃit-in	Stem-gen	5
buɰulɑnmɑ	buğulanma	buɰu-lɑn-mɑ	Stem-lan-vn:inf	5
buʤɑktɑ	bucakta	buʤɑk-tɑ	Stem-loc	5
budɑklɯ	budaklı	budɑk-lɯ	Stem-li	5
buhɑrlɑʃmɑɯn	buharlaşmanın	buhɑrlɑʃ-mɑ-ɯn	Stem-vn:inf-gen	5
buhɑrlɑʃmɑɯ	buharlaşması	buhɑrlɑʃ-mɑ-ɯ	Stem-vn:inf-p3s	5
bukɑlemun	bukalemun	bukɑlemun	Stem	5
buketi	buketi	buket-i	Stem-p3s	5
bulɑʃɑrɑk	bulaşarak	bulɑʃ-ɑrɑk	Stem-cv:erek	5
bulɑmɑɑrɑk	bulamayarak	bulɑ-mɑ-ɑrɑk	Stem-neg-cv:erek	5
bulɑɯp	bulayıp	bulɑ-ɯp	Stem-cv:ip	5
bulgurun	bulgurun	bulgur-un	Stem-gen	5
bulmɑʤɑlɑr	bulmacalar	bulmɑʤɑ-lɑr	Stem-pl	5
bulmɑɯɯn	bulmasının	bul-mɑ-ɯ-ɯn	Stem-vn:inf-p3s-gen	5
buluʃlɑrɯɯn	buluşlarının	buluʃ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	5
buluʃmɑɯɯn	buluşmasının	buluʃ-mɑ-ɯ-ɯn	Stem-vn:inf-p3s-gen	5
buluʃuun	buluşunun	buluʃ-u-un	Stem-p3s-gen	5
bulunmɑdɑ	bulunmada	bulun-mɑ-dɑ	Stem-vn:inf-loc	5
bulunmɑm	bulunmam	bulun-mɑ-m	Stem-vn:inf-p1s	5
bulutɑ	buluta	bulut-ɑ	Stem-dat	5
bunɑlɯmlɑrɯ	bunalımları	bunɑlɯm-lɑr-ɯ	Stem-pl-p3s	5
burʧlɑrɯ	burçları	burʧ-lɑr-ɯ	Stem-pl-p3s	5
burʧlɑrɯn	burçların	burʧ-lɑr-ɯn	Stem-pl-gen	5
burɑdɑken	buradayken	burɑ-dɑ-ken	Stem-loc-cv:ken	5
burkɑn	burkan	burk-ɑn	Stem-part:pres	5
burunlɑrɯɯn	burunlarının	burun-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	5
butonlɑrɯn	butonların	buton-lɑr-ɯn	Stem-pl-gen	5
butonlɑrdɑn	butonlardan	buton-lɑr-dɑn	Stem-pl-abl	5
buzlɑnmɑɯ	buzlanmayı	buz-lɑn-mɑ-ɯ	Stem-lan-vn:inf-acc	5
buzullɑr	buzullar	buzul-lɑr	Stem-pl	5
ʤy	cü	ʤ-y	Stem-p3s	5
